query_id,query_type,delta_p5,delta_r10,delta_ndcg,delta_mrr,improved,degraded,all_metrics_improved
Q-21,TEMPORAL,0.2,0.0,0.14804095548293272,0.0,True,False,True
Q-22,TEMPORAL,-0.09999999999999998,0.0,0.08659840752844561,0.0,True,True,False
Q-22,TEMPORAL,0.0,0.0,0.25840858517121457,0.0,True,False,True
Q-22,TEMPORAL,0.0,0.0,0.08659840752844561,0.0,True,False,True
Q-23,TEMPORAL,0.0,0.0,0.25840858517121457,0.0,True,False,True
Q-23,TEMPORAL,0.2,0.0,0.1289214559996631,0.0,True,False,True
Q-23,TEMPORAL,0.2,0.0,0.3994508915436167,0.5,True,False,True
Q-24,EXPLORATORY,0.0,0.25,0.13905617951077562,0.1111111111111111,True,False,True
Q-24,EXPLORATORY,0.0,0.0,0.04035132114850852,-0.03174603174603169,True,True,False
Q-24,EXPLORATORY,0.0,0.25,0.13905617951077562,0.1111111111111111,True,False,True
Q-25,EXPLORATORY,0.0,0.25,0.20403714961965635,0.0,True,False,True
Q-25,EXPLORATORY,0.2,0.5,0.3315667556134053,0.0,True,False,True
Q-25,EXPLORATORY,0.2,0.5,0.3315667556134053,0.0,True,False,True
Q-26,EXPLORATORY,0.2,0.3333333333333333,0.5907854726836481,0.8571428571428572,True,False,True
Q-26,EXPLORATORY,0.0,0.0,0.38249310983531565,0.75,True,False,True
Q-26,EXPLORATORY,0.0,0.0,0.35287523482670435,0.6666666666666667,True,False,True
Q-32,EXPLORATORY,0.0,0.0,0.24232276244870107,0.6666666666666667,True,False,True
Q-32,EXPLORATORY,0.0,0.0,0.0942654749053004,0.0,True,False,True
Q-32,EXPLORATORY,0.0,0.0,0.2035525541036693,0.5,True,False,True
Q-33,EXPLORATORY,-0.09999999999999998,0.0,-0.06494043848564846,0.0,False,True,False
Q-33,EXPLORATORY,0.0,0.0,-0.06494043848564846,0.0,False,True,False
Q-33,EXPLORATORY,-0.09999999999999998,0.0,-0.06494043848564846,0.0,False,True,False
Q-36,EXPLORATORY,0.2,0.3333333333333333,0.5461045908181281,0.75,True,False,True
Q-36,EXPLORATORY,0.0,0.0,0.0017154766228371088,0.0,True,False,True
Q-36,EXPLORATORY,0.2,0.0,0.38707119129453765,0.8,True,False,True
