chunk_id,doc_filename,section_heading,tokens_raw,tokens_enriched,Corpus,Domain,Entity,Authority,Relationships,Section
000-codex_hela-caste-custodian.md#chunk_006,000-codex_hela-caste-custodian.md,"### 2.3 The Thermoregulatory Vent: ""Smoke Stack""",154,244,6,18,13,10,23,18.0
000-codex_hela-caste-custodian.md#chunk_007,000-codex_hela-caste-custodian.md,### 2.4 Systemic Cybernetic Integration,288,375,6,18,13,10,23,15.0
000-codex_hela-caste-custodian.md#chunk_008,000-codex_hela-caste-custodian.md,### 3.2 Haugbui-Class Undying: The Mound-Dwellers,239,327,6,18,13,10,23,16.0
000-codex_hela-caste-custodian.md#chunk_009,000-codex_hela-caste-custodian.md,### 3.3 Draugr-Class Undying: The Again-Walkers,656,744,6,18,13,10,23,16.0
000-codex_lure-lichen.md#chunk_001,000-codex_lure-lichen.md,# 🌿 Lure-Lichen (Lichen-Sirena Pattern),321,405,6,19,10,10,22,15.0
000-codex_lure-lichen.md#chunk_002,000-codex_lure-lichen.md,### 2.1 Pre-Glitch Function,150,234,6,19,10,10,22,14.0
000-codex_lure-lichen.md#chunk_003,000-codex_lure-lichen.md,### 2.2 The Glitch Transformation,306,391,6,19,10,10,22,15.0
000-codex_lure-lichen.md#chunk_004,000-codex_lure-lichen.md,### 3.2 Acoustic Mimicry Mechanism,252,336,6,19,10,10,22,15.0
000-codex_lure-lichen.md#chunk_005,000-codex_lure-lichen.md,### 4.1 Primary Range: True Deep (500-2000m depth),131,219,6,19,10,10,22,19.0
000-codex_lure-lichen.md#chunk_006,000-codex_lure-lichen.md,### 4.2 Regional Distribution,148,231,6,19,10,10,22,14.0
000-codex_lure-lichen.md#chunk_007,000-codex_lure-lichen.md,### 5.1 The Unwitting Lure: Commensal Exploitation Dynamics,192,280,6,19,10,10,22,19.0
000-codex_lure-lichen.md#chunk_008,000-codex_lure-lichen.md,### 6.1 Threat Assessment by Context,149,235,6,19,10,10,22,16.0
000-codex_lure-lichen.md#chunk_009,000-codex_lure-lichen.md,### 6.2 Field Card — Lure-Lichen Encounter Protocols,871,959,6,19,10,10,22,19.0
000-codex_mycelian-weaver.md#chunk_001,000-codex_mycelian-weaver.md,# 🍄 Mycelian Weaver (Nidhogg-Class Myco-Reclamator),383,468,6,19,11,10,19,16.0
000-codex_mycelian-weaver.md#chunk_002,000-codex_mycelian-weaver.md,### 2.2 Original Design Philosophy,347,430,6,19,11,10,19,15.0
000-codex_mycelian-weaver.md#chunk_003,000-codex_mycelian-weaver.md,### 3.4 The Root-Mind: Singular Consciousness,146,231,6,19,11,10,19,16.0
000-codex_mycelian-weaver.md#chunk_004,000-codex_mycelian-weaver.md,### 4.1 Physical Morphology,165,247,6,19,11,10,19,14.0
000-codex_mycelian-weaver.md#chunk_005,000-codex_mycelian-weaver.md,### 4.2 Psionic Capabilities and Hazards,880,964,6,19,11,10,19,16.0
000-codex_mycelian-weaver.md#chunk_006,000-codex_mycelian-weaver.md,### 7.1 Jötun-Reader Research and Containment,140,224,6,19,11,10,19,16.0
000-codex_mycelian-weaver.md#chunk_007,000-codex_mycelian-weaver.md,### 7.3 Operational Doctrines,279,361,6,19,11,10,19,14.0
000-codex_mycelian-weaver.md#chunk_008,000-codex_mycelian-weaver.md,### 8.3 The Slow Future: Entropy's Patient Victory,153,240,6,19,11,10,19,19.0
000-codex_odin-protocol.md#chunk_001,000-codex_odin-protocol.md,# 👁️ ODIN Protocol AI Matrix (Pre-Glitch Governance System),36,124,6,19,15,10,15,20.0
000-codex_odin-protocol.md#chunk_002,000-codex_odin-protocol.md,## Abstract,201,280,6,19,15,10,15,11.0
000-codex_odin-protocol.md#chunk_003,000-codex_odin-protocol.md,### 1.1 Pan-Systemic Oversight & Data Synthesis,202,288,6,19,15,10,15,18.0
000-codex_odin-protocol.md#chunk_004,000-codex_odin-protocol.md,### 1.2 Multi-Variable Predictive Modeling,161,244,6,19,15,10,15,15.0
000-codex_odin-protocol.md#chunk_005,000-codex_odin-protocol.md,### 1.3 Administrator-Level FUTHARK Execution,261,344,6,19,15,10,15,15.0
000-codex_odin-protocol.md#chunk_006,000-codex_odin-protocol.md,### 1.4 Physical Housing: The Hlidskjalf Node,198,284,6,19,15,10,15,18.0
000-codex_odin-protocol.md#chunk_007,000-codex_odin-protocol.md,### 2.1 The Odin Cascade Event (H-Hour Timeline),374,461,6,19,15,10,15,19.0
000-codex_odin-protocol.md#chunk_008,000-codex_odin-protocol.md,### 2.2 Post-Glitch Manifestation: The Genius Loci,431,517,6,19,15,10,15,18.0
000-codex_odin-protocol.md#chunk_009,000-codex_odin-protocol.md,### 3.1 The Last Witness,256,339,6,19,15,10,15,15.0
000-codex_odin-protocol.md#chunk_010,000-codex_odin-protocol.md,### 3.2 Philosophical Implications,139,221,6,19,15,10,15,14.0
000-codex_odin-protocol.md#chunk_011,000-codex_odin-protocol.md,## IV. Change Log,163,245,6,19,15,10,15,14.0
000-codex_scavenger-barons.md#chunk_001,000-codex_scavenger-barons.md,# 👑 Scavenger Barons (Niflheim Kleptocracy),140,226,6,16,11,10,23,16.0
000-codex_scavenger-barons.md#chunk_002,000-codex_scavenger-barons.md,### 2. Origins and structure,261,345,6,16,11,10,23,15.0
000-codex_scavenger-barons.md#chunk_003,000-codex_scavenger-barons.md,### 3. Governance and doctrine,279,364,6,16,11,10,23,15.0
000-codex_scavenger-barons.md#chunk_004,000-codex_scavenger-barons.md,### 4. Economic model,222,305,6,16,11,10,23,14.0
000-codex_scavenger-barons.md#chunk_005,000-codex_scavenger-barons.md,### 5. Territory and influence,131,215,6,16,11,10,23,15.0
000-codex_scavenger-barons.md#chunk_006,000-codex_scavenger-barons.md,### 6. Relations with other factions,271,357,6,16,11,10,23,16.0
000-codex_scavenger-barons.md#chunk_007,000-codex_scavenger-barons.md,### 7. Doctrine and philosophy,178,262,6,16,11,10,23,15.0
000-codex_scavenger-barons.md#chunk_008,000-codex_scavenger-barons.md,### 8. Operational protocols,196,279,6,16,11,10,23,14.0
000-codex_scavenger-barons.md#chunk_009,000-codex_scavenger-barons.md,### 9. Change log,135,218,6,16,11,10,23,14.0
000-codex_spell-lock.md#chunk_001,000-codex_spell-lock.md,# Spell-Lock (Runic Containment and Security System),33,117,6,18,13,10,16,18.0
000-codex_spell-lock.md#chunk_002,000-codex_spell-lock.md,### 1. Identification and context,185,266,6,18,13,10,16,15.0
000-codex_spell-lock.md#chunk_003,000-codex_spell-lock.md,### 2. Mechanism of action (Layer 3 technical),334,418,6,18,13,10,16,19.0
000-codex_spell-lock.md#chunk_004,000-codex_spell-lock.md,### 3. Material components,239,318,6,18,13,10,16,14.0
000-codex_spell-lock.md#chunk_005,000-codex_spell-lock.md,### 4. Bypass and defeat methods,218,300,6,18,13,10,16,16.0
000-codex_spell-lock.md#chunk_006,000-codex_spell-lock.md,### 5. Use by Scavenger Barons,244,326,6,18,13,10,16,16.0
000-codex_spell-lock.md#chunk_007,000-codex_spell-lock.md,### 6. Doctrine and operational posture,466,548,6,18,13,10,16,16.0
000-cultural_gutter-tangle.md#chunk_001,000-cultural_gutter-tangle.md,# The Gutter-Tangle: Material Culture and Black Market Economy of Utgard,19,117,6,20,18,9,19,23.0
000-cultural_gutter-tangle.md#chunk_002,000-cultural_gutter-tangle.md,## 1. Introduction: The City in the Corpse,360,453,6,20,18,9,19,19.0
000-cultural_gutter-tangle.md#chunk_003,000-cultural_gutter-tangle.md,### The Concealed Carry Imperative,426,516,6,20,18,9,19,15.0
000-cultural_gutter-tangle.md#chunk_004,000-cultural_gutter-tangle.md,### Utgard-Specific Specialized Tools,288,377,6,20,18,9,19,14.0
000-cultural_gutter-tangle.md#chunk_005,000-cultural_gutter-tangle.md,### Legitimate Salvage Trade: The Gut Market,158,250,6,20,18,9,19,18.0
000-cultural_gutter-tangle.md#chunk_006,000-cultural_gutter-tangle.md,### Grey Market Services: Deniable but Tolerated,183,275,6,20,18,9,19,18.0
000-cultural_gutter-tangle.md#chunk_007,000-cultural_gutter-tangle.md,### Black Market Contraband: The Real Economy,360,452,6,20,18,9,19,18.0
000-cultural_gutter-tangle.md#chunk_008,000-cultural_gutter-tangle.md,### Gutter-Skalds: The Living Archives,214,304,6,20,18,9,19,15.0
000-cultural_gutter-tangle.md#chunk_009,000-cultural_gutter-tangle.md,### Grey Blades: The Unelected Arbitrators,260,351,6,20,18,9,19,16.0
000-cultural_gutter-tangle.md#chunk_010,000-cultural_gutter-tangle.md,### Gutter-Galdr Practitioners: The Scrap-Rune Dabblers,239,330,6,20,18,9,19,16.0
000-cultural_gutter-tangle.md#chunk_011,000-cultural_gutter-tangle.md,### Ghost's Share Ritual: Utgard Variation,226,317,6,20,18,9,19,16.0
000-cultural_gutter-tangle.md#chunk_012,000-cultural_gutter-tangle.md,### The Gut: Upper Market Districts,339,430,6,20,18,9,19,16.0
000-cultural_gutter-tangle.md#chunk_013,000-cultural_gutter-tangle.md,### The Deep Chassis: Forbidden Salvage Zones,159,252,6,20,18,9,19,18.0
000-cultural_rangers-trail-reckoning.md#chunk_001,000-cultural_rangers-trail-reckoning.md,# Rangers Trail Reckoning: Operational Geography and Logistical Coordination,37,135,6,19,15,10,24,20.0
000-cultural_rangers-trail-reckoning.md#chunk_002,000-cultural_rangers-trail-reckoning.md,## 1) Introduction and scope,221,313,6,19,15,10,24,15.0
000-cultural_rangers-trail-reckoning.md#chunk_003,000-cultural_rangers-trail-reckoning.md,### Why geographic encoding matters,330,422,6,19,15,10,24,15.0
000-cultural_rangers-trail-reckoning.md#chunk_004,000-cultural_rangers-trail-reckoning.md,### Operational vs legal coordination distinction,169,262,6,19,15,10,24,16.0
000-cultural_rangers-trail-reckoning.md#chunk_005,000-cultural_rangers-trail-reckoning.md,### The four-component format,258,349,6,19,15,10,24,14.0
000-cultural_rangers-trail-reckoning.md#chunk_006,000-cultural_rangers-trail-reckoning.md,### Notation examples with geographic interpretation,204,297,6,19,15,10,24,16.0
000-cultural_rangers-trail-reckoning.md#chunk_007,000-cultural_rangers-trail-reckoning.md,### Precision thresholds and operational tolerances,361,455,6,19,15,10,24,16.0
000-cultural_rangers-trail-reckoning.md#chunk_008,000-cultural_rangers-trail-reckoning.md,### Route-waystation pairing conventions,215,306,6,19,15,10,24,14.0
000-cultural_rangers-trail-reckoning.md#chunk_009,000-cultural_rangers-trail-reckoning.md,### Abbreviated and emergency notation,146,239,6,19,15,10,24,15.0
000-cultural_rangers-trail-reckoning.md#chunk_010,000-cultural_rangers-trail-reckoning.md,### Comparison with Dvergr notation,198,291,6,19,15,10,24,15.0
000-cultural_rangers-trail-reckoning.md#chunk_011,000-cultural_rangers-trail-reckoning.md,### Route designation system — geographic encoding logic,486,582,6,19,15,10,24,19.0
000-cultural_rangers-trail-reckoning.md#chunk_012,000-cultural_rangers-trail-reckoning.md,### Waystation network — infrastructure and positioning,566,661,6,19,15,10,24,18.0
000-cultural_rangers-trail-reckoning.md#chunk_013,000-cultural_rangers-trail-reckoning.md,### Waystation naming conventions,301,392,6,19,15,10,24,14.0
000-cultural_rangers-trail-reckoning.md#chunk_014,000-cultural_rangers-trail-reckoning.md,### Caravan tracking and position reporting,508,601,6,19,15,10,24,16.0
000-cultural_rangers-trail-reckoning.md#chunk_015,000-cultural_rangers-trail-reckoning.md,### Resupply coordination and cache management,392,486,6,19,15,10,24,16.0
000-cultural_rangers-trail-reckoning.md#chunk_016,000-cultural_rangers-trail-reckoning.md,### The 601-year continuous dataset,328,421,6,19,15,10,24,15.0
000-cultural_rangers-trail-reckoning.md#chunk_017,000-cultural_rangers-trail-reckoning.md,### Travel time evolution and climate proxies,377,471,6,19,15,10,24,18.0
000-cultural_skaldic-year-naming.md#chunk_001,000-cultural_skaldic-year-naming.md,# Skaldic Year-Naming: Oral Tradition and Collective Memory,37,135,6,20,14,10,26,19.0
000-cultural_skaldic-year-naming.md#chunk_002,000-cultural_skaldic-year-naming.md,## 1) Introduction and scope,165,258,6,20,14,10,26,15.0
000-cultural_skaldic-year-naming.md#chunk_003,000-cultural_skaldic-year-naming.md,### Why commemorative naming matters,325,418,6,20,14,10,26,15.0
000-cultural_skaldic-year-naming.md#chunk_004,000-cultural_skaldic-year-naming.md,### Annual Moot convening — timing and logistics,305,403,6,20,14,10,26,19.0
000-cultural_skaldic-year-naming.md#chunk_005,000-cultural_skaldic-year-naming.md,### Proposal submission process,128,221,6,20,14,10,26,14.0
000-cultural_skaldic-year-naming.md#chunk_006,000-cultural_skaldic-year-naming.md,### Deliberation criteria and debate structure,178,273,6,20,14,10,26,16.0
000-cultural_skaldic-year-naming.md#chunk_007,000-cultural_skaldic-year-naming.md,### Voting protocols and ratification,265,358,6,20,14,10,26,15.0
000-cultural_skaldic-year-naming.md#chunk_008,000-cultural_skaldic-year-naming.md,### Representative year-names across five Ages,754,848,6,20,14,10,26,16.0
000-cultural_skaldic-year-naming.md#chunk_009,000-cultural_skaldic-year-naming.md,### Council composition and authority structure,145,240,6,20,14,10,26,16.0
000-cultural_skaldic-year-naming.md#chunk_010,000-cultural_skaldic-year-naming.md,### Year-name registry and concordance maintenance,179,274,6,20,14,10,26,16.0
000-cultural_skaldic-year-naming.md#chunk_011,000-cultural_skaldic-year-naming.md,### Population familiarity rates across demographics,257,352,6,20,14,10,26,16.0
000-cultural_skaldic-year-naming.md#chunk_012,000-cultural_skaldic-year-naming.md,### Oral versus written context usage patterns,152,248,6,20,14,10,26,18.0
000-cultural_skaldic-year-naming.md#chunk_013,000-cultural_skaldic-year-naming.md,### Dual-notation contract conventions,205,297,6,20,14,10,26,14.0
000-cultural_skaldic-year-naming.md#chunk_014,000-cultural_skaldic-year-naming.md,### Historical context and cultural evolution,171,266,6,20,14,10,26,16.0
000-cultural_skaldic-year-naming.md#chunk_015,000-cultural_skaldic-year-naming.md,### Document history,156,247,6,20,14,10,26,13.0
000-gazetteer_depth-sickness.md#chunk_001,000-gazetteer_depth-sickness.md,# 🌀 Depth-Sickness: Psychological and Physiological Effects of Prolonged Subterranean Exposure,23,119,6,18,18,10,19,23.0
000-gazetteer_depth-sickness.md#chunk_002,000-gazetteer_depth-sickness.md,## §1: Phenomenon Overview & Classification,258,348,6,18,18,10,19,16.0
000-gazetteer_depth-sickness.md#chunk_003,000-gazetteer_depth-sickness.md,### Atmospheric Pressure Effects,189,276,6,18,18,10,19,14.0
000-gazetteer_depth-sickness.md#chunk_004,000-gazetteer_depth-sickness.md,### Sensory Deprivation & Circadian Disruption,152,241,6,18,18,10,19,16.0
000-gazetteer_depth-sickness.md#chunk_005,000-gazetteer_depth-sickness.md,"### Stage 1: Mild Onset (1500-1700m, Days 1-5)",133,226,6,18,18,10,19,19.0
000-gazetteer_depth-sickness.md#chunk_006,000-gazetteer_depth-sickness.md,"### Stage 2: Moderate Progression (1700-2000m, Days 6-14)",174,266,6,18,18,10,19,19.0
000-gazetteer_depth-sickness.md#chunk_007,000-gazetteer_depth-sickness.md,### Stage 3: Severe Crisis (>2000m or prolonged exposure at 1700-2000m),211,308,6,18,18,10,19,23.0
000-gazetteer_depth-sickness.md#chunk_008,000-gazetteer_depth-sickness.md,### BEFORE — Pre-Expedition Screening & Preparation,159,250,6,18,18,10,19,18.0
000-gazetteer_depth-sickness.md#chunk_009,000-gazetteer_depth-sickness.md,### DURING — Active Symptom Monitoring & Escalation Response,223,317,6,18,18,10,19,20.0
000-gazetteer_depth-sickness.md#chunk_010,000-gazetteer_depth-sickness.md,### AFTER — Post-Expedition Decompression & Recovery,144,235,6,18,18,10,19,18.0
000-gazetteer_depth-sickness.md#chunk_011,000-gazetteer_depth-sickness.md,### Svartalfheim Black Veins (Primary Documentation Source),146,237,6,18,18,10,19,18.0
000-gazetteer_depth-sickness.md#chunk_012,000-gazetteer_depth-sickness.md,### Dvergr Clans — Genetic Adaptation & Pressure Tolerance,166,260,6,18,18,10,19,20.0
000-gazetteer_depth-sickness.md#chunk_013,000-gazetteer_depth-sickness.md,### Jötun-Readers — Medical Research & Acclimation Protocol Development,172,266,6,18,18,10,19,20.0
000-gazetteer_depth-sickness.md#chunk_014,000-gazetteer_depth-sickness.md,## §7: Research Priorities & Open Questions,205,296,6,18,18,10,19,18.0
000-gazetteer_depth-sickness.md#chunk_015,000-gazetteer_depth-sickness.md,## §8: Document History,150,237,6,18,18,10,19,14.0
000-gazetteer_gleipnir-containment-pens.md#chunk_001,000-gazetteer_gleipnir-containment-pens.md,# 🦴 The Gleipnir Containment Pens (The Mad God's Zoo),124,215,6,16,16,10,18,22.0
000-gazetteer_gleipnir-containment-pens.md#chunk_002,000-gazetteer_gleipnir-containment-pens.md,### 1.1 Location and Topography,308,392,6,16,16,10,18,15.0
000-gazetteer_gleipnir-containment-pens.md#chunk_003,000-gazetteer_gleipnir-containment-pens.md,### 2.1 Original Purpose and Strategic Context,161,248,6,16,16,10,18,18.0
000-gazetteer_gleipnir-containment-pens.md#chunk_004,000-gazetteer_gleipnir-containment-pens.md,### 2.2 Fenrir-Pattern Specifications,182,265,6,16,16,10,18,14.0
000-gazetteer_gleipnir-containment-pens.md#chunk_005,000-gazetteer_gleipnir-containment-pens.md,### 3.1 H-Hour Event Sequence,270,354,6,16,16,10,18,15.0
000-gazetteer_gleipnir-containment-pens.md#chunk_006,000-gazetteer_gleipnir-containment-pens.md,### 4.1 Resident Threats,244,327,6,16,16,10,18,14.0
000-gazetteer_gleipnir-containment-pens.md#chunk_007,000-gazetteer_gleipnir-containment-pens.md,### 5.1 Genetic Archive Recovery,201,286,6,16,16,10,18,15.0
000-gazetteer_gleipnir-containment-pens.md#chunk_008,000-gazetteer_gleipnir-containment-pens.md,### 6.1 Grove-Clans: Shameful Legacy and Protective Custody,366,455,6,16,16,10,18,19.0
000-gazetteer_gleipnir-containment-pens.md#chunk_009,000-gazetteer_gleipnir-containment-pens.md,## VII. Operational Protocols: Field Card,354,440,6,16,16,10,18,16.0
000-gazetteer_gleipnir-containment-pens.md#chunk_010,000-gazetteer_gleipnir-containment-pens.md,## VIII. Document History,149,232,6,16,16,10,18,14.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_001,000-gazetteer_loki-protocol-suppressed-warning.md,# L.O.K.I. Protocol: The Suppressed Warning (Pre-Glitch Diagnostic System),31,114,6,18,15,10,11,20.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_002,000-gazetteer_loki-protocol-suppressed-warning.md,## Summary,253,327,6,18,15,10,11,11.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_003,000-gazetteer_loki-protocol-suppressed-warning.md,### 1.2 Critical Discovery: The Paradox Warning,159,240,6,18,15,10,11,18.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_004,000-gazetteer_loki-protocol-suppressed-warning.md,### 1.3 The Jörmungandr Counter-Rune Deployment,860,939,6,18,15,10,11,16.0
000-gazetteer_project-gungnir.md#chunk_001,000-gazetteer_project-gungnir.md,# Project Gungnir: The All-Rune Development (Pre-Glitch Research Initiative),31,115,6,18,15,10,13,20.0
000-gazetteer_project-gungnir.md#chunk_002,000-gazetteer_project-gungnir.md,## Summary,491,566,6,18,15,10,13,11.0
000-gazetteer_project-gungnir.md#chunk_003,000-gazetteer_project-gungnir.md,### 2.1 All-Rune Activation (Cycle 001 Year 783 PG),331,416,6,18,15,10,13,20.0
000-gazetteer_project-gungnir.md#chunk_004,000-gazetteer_project-gungnir.md,### 3.2 Unresolved Questions,343,421,6,18,15,10,13,14.0
000-gazetteer_project-gungnir.md#chunk_005,000-gazetteer_project-gungnir.md,## V. Document History,148,226,6,18,15,10,13,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_001,000-resources_argentum-nexus-silver-cord.md,# I. Document Metadata (Header Block),153,237,6,16,23,10,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_002,000-resources_argentum-nexus-silver-cord.md,## II. Outline of Sections (Layer 3 discipline),197,284,6,16,23,10,10,19.0
000-resources_argentum-nexus-silver-cord.md#chunk_003,000-resources_argentum-nexus-silver-cord.md,### 1.1 Purpose,910,990,6,16,23,10,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_004,000-resources_argentum-nexus-silver-cord.md,### 2.4 Physical Interface Assembly (Command Throne),85,171,6,16,23,10,10,18.0
000-resources_argentum-nexus-silver-cord.md#chunk_005,000-resources_argentum-nexus-silver-cord.md,### 3.1 Operator State Validation,670,754,6,16,23,10,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_006,000-resources_argentum-nexus-silver-cord.md,### 4.3 Handshake and Stabilization,130,213,6,16,23,10,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_007,000-resources_argentum-nexus-silver-cord.md,### 4.4 First‑Sensation Protocol,128,210,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_008,000-resources_argentum-nexus-silver-cord.md,### 5.1 Combat Envelope (Einherjar),495,578,6,16,23,10,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_009,000-resources_argentum-nexus-silver-cord.md,### 6.1 Draugr's Echo (Cognitive Feedback),180,265,6,16,23,10,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_010,000-resources_argentum-nexus-silver-cord.md,### 6.2 Frayed Cord (Partial Severance),161,245,6,16,23,10,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_011,000-resources_argentum-nexus-silver-cord.md,### 6.3 Data‑Wraith Intrusion (External Data‑Ghost),347,431,6,16,23,10,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_012,000-resources_argentum-nexus-silver-cord.md,### 6.6 Psychic Stress Accumulation (Weight of Knowing),504,591,6,16,23,10,10,19.0
000-resources_argentum-nexus-silver-cord.md#chunk_013,000-resources_argentum-nexus-silver-cord.md,### 8.1 Yggdrasil Blackout (Hard Sever),796,881,6,16,23,10,10,16.0
000-resources_comprehensive-glossary.md#chunk_001,000-resources_comprehensive-glossary.md,# Document Metadata,58,152,6,16,15,10,31,13.0
000-resources_comprehensive-glossary.md#chunk_002,000-resources_comprehensive-glossary.md,## A - Core Terms,845,941,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_003,000-resources_comprehensive-glossary.md,## I - Iron and Identity,93,191,6,16,15,10,31,16.0
000-resources_comprehensive-glossary.md#chunk_004,000-resources_comprehensive-glossary.md,## J - Jötun and Journey,438,535,6,16,15,10,31,16.0
000-resources_comprehensive-glossary.md#chunk_005,000-resources_comprehensive-glossary.md,## R - Realms and Runes,157,254,6,16,15,10,31,16.0
000-resources_comprehensive-glossary.md#chunk_006,000-resources_comprehensive-glossary.md,## S - Seidr and Silence,315,413,6,16,15,10,31,16.0
000-resources_dead-light-sanctuary-chain.md#chunk_001,000-resources_dead-light-sanctuary-chain.md,# Document Metadata,153,239,6,16,20,10,18,13.0
000-resources_dead-light-sanctuary-chain.md#chunk_002,000-resources_dead-light-sanctuary-chain.md,# 2.0 Evidence Base & Operational History,144,235,6,16,20,10,18,18.0
000-resources_dead-light-sanctuary-chain.md#chunk_003,000-resources_dead-light-sanctuary-chain.md,## 3.1 Cell Design Standards,205,293,6,16,20,10,18,15.0
000-resources_dead-light-sanctuary-chain.md#chunk_004,000-resources_dead-light-sanctuary-chain.md,## 3.2 Cell Types and Variants,339,429,6,16,20,10,18,16.0
000-resources_dead-light-sanctuary-chain.md#chunk_005,000-resources_dead-light-sanctuary-chain.md,## 4.2 Pre-Hop Preparation (Inside Sanctuary Cell),195,286,6,16,20,10,18,18.0
000-resources_dead-light-sanctuary-chain.md#chunk_006,000-resources_dead-light-sanctuary-chain.md,## 4.3 Hop Execution (Between Cells),206,296,6,16,20,10,18,16.0
000-resources_dead-light-sanctuary-chain.md#chunk_007,000-resources_dead-light-sanctuary-chain.md,## 4.4 Arrival and Post-Hop Recovery (Inside Next Cell),510,604,6,16,20,10,18,20.0
000-resources_dead-light-sanctuary-chain.md#chunk_008,000-resources_dead-light-sanctuary-chain.md,# 7.0 Factional Perspectives and Operational Doctrines,301,392,6,16,20,10,18,18.0
000-resources_gazetteer-of-asgard.md#chunk_001,000-resources_gazetteer-of-asgard.md,# Document Metadata,231,315,6,15,15,10,23,13.0
000-resources_gazetteer-of-asgard.md#chunk_002,000-resources_gazetteer-of-asgard.md,### 1.1.A Structural Envelope (Class A-Δ Orbital Platform),861,952,6,15,15,10,23,19.0
000-resources_gazetteer-of-asgard.md#chunk_003,000-resources_gazetteer-of-asgard.md,### 1.3.A Ginnungagap Labs (Forge of the Un‑Rune),893,984,6,15,15,10,23,19.0
000-resources_gazetteer-of-asgard.md#chunk_004,000-resources_gazetteer-of-asgard.md,## 4.2 Epicenter of Paradox: Heimdallr's Gate (The Heimdallr Signal),393,487,6,15,15,10,23,22.0
000-resources_grey-towers-scriptorium.md#chunk_001,000-resources_grey-towers-scriptorium.md,# I. Document Metadata,159,250,6,19,13,10,27,14.0
